,id,title,overview,genres,keywords,first_air_date,characters,popularity,imdb_id,averageRating,numVotes,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,tags
829,1436,Justified,"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father.",Crime Drama,gunslinger kentucky shootout u.s.-marshal justice lawman\xa0 crime-family ex-con family-feud neo-western ex-military marshal-western,2010-03-16,"['Raylan Givens', 'Boyd Crowder', 'Art Mullen', 'Wynn Duffy', 'Ava Crowder', 'Tim Gutterson', 'Rachel Brooks']",94.582,tt1489428,8.6,121076,tvSeries,Justified,Justified,0,2010,45,crime drama gunslinger kentucky shootout u.s.-marshal justice lawman\xa0 crime-family ex-con family-feud neo-western ex-military marshal-western relationships official givens kentucky based 2001 story strong father drama marshal elmore stakes raylan short quiet law tale willed wife hole high strained leonard character job centers covers
830,1028,Holby City,"Drama series about life on the wards of Holby City Hospital, following the highs and lows of the staff and patients.",Soap Drama,hospital doctor medical-drama,1999-01-12,[],94.561,tt0184122,5.8,2760,tvSeries,Holby City,Holby City,0,1999,60,soap drama hospital doctor medical-drama holby wards city series patients drama highs lows staff hospital life
831,4686,Ben 10,"When 10-year-old Ben Tennyson discovers a mysterious device, he gains the power to change into ten different alien heroes, each with uniquely awesome powers. With such abilities at his disposal, Ben realizes a greater responsibility to help others and stop evildoers, but that doesn't mean he's above a little superpowered mischief now and then.",Animation Sci-Fi-&-Fantasy Action-&-Adventure Comedy Kids,extraterrestrial-technology villain transformation time-travel superhero alien alien-race ben-10,2005-12-27,"['Ben Tennyson (voice)', 'Gwen Tennyson (voice)', 'Grandpa Max (voice)']",94.417,tt0760437,7.5,29339,tvSeries,Ben 10,Ben 10,0,2005,30,animation sci-fi-&-fantasy action-&-adventure comedy kids extraterrestrial-technology villain transformation time-travel superhero alien alien-race ben-10 device abilities superpowered change 10 greater powers mysterious evildoers power gains ben year tennyson discovers responsibility alien mischief disposal awesome heroes realizes uniquely
832,952,The Adventures of Ozzie and Harriet,"The Adventures of Ozzie and Harriet is an American sitcom, airing on ABC from October 3, 1952 through March 26, 1966, starring the real life Nelson family. After a long run on radio, the show was brought to television where it continued its success, running on both radio and television for a few years. The series stars Ozzie Nelson and his wife, singer Harriet Nelson, and their young sons, David and Eric ""Ricky"" Nelson. Don DeFore had a recurring role as the Nelsons' friendly neighbor ""Thorny"".",Comedy Family,high-school rock-music teenage-romance,1952-10-03,"['Ozzie', 'Harriet', 'David', 'Ricky']",94.295,tt0044230,7.4,1649,tvSeries,The Adventures of Ozzie and Harriet,The Adventures of Ozzie and Harriet,0,1952,30,comedy family high-school rock-music teenage-romance nelsons running television sitcom series continued young recurring years 3 success harriet defore role eric david march stars october abc 1952 26 long brought ozzie singer radio wife american real sons adventures neighbor ricky starring thorny nelson 1966 friendly family life airing
833,1711,Strictly Come Dancing,A dance competition where celebrities compete to be crowned the winner. Who is kicked out of the competition each week is decided by the judges scores and viewer votes. Are today's celebrities fleet of foot or do they have two left feet?,,,2004-05-15,"['Self - Presenter', 'Self - Presenter', 'Self - Judge', 'Self - Judge', 'Self - Judge', 'Self - Judge', 'Self - Narrator']",94.237,tt0411027,6.1,1898,tvSeries,Strictly Come Dancing,Strictly Come Dancing,0,2004,85,  dance winner foot today votes feet kicked crowned decided compete week judges competition fleet scores left celebrities viewer
834,37722,Dream High,Six dedicated students at Kirin Art High School work to achieve their dreams of becoming stars in the Korean music industry.,Drama,love-triangle dream music-teacher friendship high-school bullying romance singer teacher school singing teen-drama strong performing-arts music-industry cohabitation friends-to-lovers music youth school-bullying,2011-01-03,"['Ko Hye-mi', 'Kim Pil-sook', 'Yang Jin-man', 'Shin Hae-sung', 'Jin Yu-jin', 'Rhee-ahn', 'JB', 'Nana', 'Si-woo', 'Park Soon-dong', 'Ailee', 'Jung Ui-bong', 'Yi-seul', 'Lee Kang-cheol']",94.181,tt1996607,7.6,3711,tvSeries,Dream High,Deurim hai,0,2011,70,drama love-triangle dream music-teacher friendship high-school bullying romance singer teacher school singing teen-drama strong performing-arts music-industry cohabitation friends-to-lovers music youth school-bullying kirin students achieve work stars dreams school korean dedicated industry high art music
835,10403,Division 4,A police drama based on the fictional Melbourne suburb of Yarra Central.,Crime Drama,police black-and-white crime-investigation,1969-03-11,"['Det. Sgt. Frank Banner', 'Det. Snr. Sgt. Keith Vickers', ""Sgt. Andrew 'Scotty' Macleod"", 'Det. Mick Peters']",94.147,tt0064238,8.3,113,tvSeries,Division 4,Division 4,0,1969,50,crime drama police black-and-white crime-investigation fictional suburb drama central based yarra melbourne police
836,80411,Daydreamer,"Sanem, a young girl with aspirations of becoming a writer, is forced by her parents to choose between an arranged marriage and finding a proper job. Rushing into a new job at an advertising company, she soon falls for her boss, Can.",Drama Comedy,turkey,2018-06-26,"['Sanem Aydın', 'Can Divit', 'Emre Divit', 'Leyla Aydın', 'Ayhan Işık', 'Aylin Yüksel', 'Cengiz ""Cey Cey"" Özdemir', 'Metin', 'Mevkibe Aydın', 'Nihat Aydın', 'Deren Keskin', 'Güliz Yıldırım', 'Muzaffer', 'Deniz Keskin', 'Bulut Cevher', '']",93.962,tt8478162,7.4,11522,tvSeries,Daydreamer,Erkenci Kus,0,2018,120,drama comedy turkey young writer proper job finding aspirations parents forced choose sanem arranged company marriage advertising falls rushing boss girl
837,36041,Bakuman,"Moritaka Mashiro, a high school student, is persuaded by his classmate, Akito Takagi, to become an aspiring manga artist when the latter realizes his natural talent as an artist. However, Moritaka is reluctant as his uncle, once an artist with his own manga, died from overwork. With Akito's help, Moritaka gets his school crush, Azuki Miho, who is an aspiring voice actress, to act in the anime adaptation of their future manga once it is completed. However, Mashiro also proposes to Azuki, who surprisingly accepts only on the condition she will marry him when both of them have achieved their dreams. With a goal set before him, Mashiro begins a long and struggling path to become a famous manga artist.",Animation Comedy Drama,artist based-on-manga shounen anime manga,2010-10-02,"['Miho Azuki (voice)', 'Yuriko Hiramaru (voice)', 'Aiko Iwase (voice)', 'Eiji Niizuma (voice)', 'Akito Takagi (voice)', 'Moritaka Mashiro (voice)', 'Kaya  Miyoshi (voice)', 'Takuro Nakai (voice)']",93.949,tt1738419,8.0,2782,tvSeries,Bakuman.,Bakuman.,0,2010,24,animation comedy drama artist based-on-manga shounen anime manga mashiro aspiring akito crush completed school moritaka natural manga path realizes condition uncle student classmate artist accepts persuaded actress died achieved takagi struggling surprisingly miho famous talent dreams overwork set anime azuki goal adaptation reluctant marry voice future long high proposes
838,124433,Apgujeong Midnight Sun,"Whether a man and a woman become lovers or enemies depends on a fateful encounter. Revolving around work life at a TV network, this story is about young people who believe in destiny.",Drama Family,,2014-10-06,"['Baek Sun Jong / Baek Ya / YaYa', 'Jang Hwa-Eom', 'Jang Moo-Eom', 'Yook Sun-Ji', 'Jo Ji-A', '', '', '', '', '', '']",93.89,tt5670870,7.7,7,tvSeries,Apgujeong Midnight Sun,Apgujeong Baekya,0,2014,35,drama family  destiny lovers young encounter network story woman work people depends revolving man fateful enemies life
839,127157,"Sin dios, ni late","Sin dios, ni late",Talk,celebrity-interview late-night-show,2008-07-07,['Self - Host'],93.798,tt3608268,5.3,7,tvSeries,Sin Dios Ni Late,Sin Dios Ni Late,0,2008,\N,talk celebrity-interview late-night-show late dios sin
840,61457,Grantchester,"In 1953 at the hamlet of Grantchester, Sidney Chambers—a charismatic, charming clergyman—turns investigative vicar when one of his parishioners dies in suspicious circumstances.",Crime Drama Mystery,detective detective-inspector village investigation priest period-drama police-detective criminal-investigation united-kingdom vicar murder-investigation 1950s cambridgeshire,2014-10-06,"['Geordie Keating', 'Leonard Finch', 'Mrs. Maguire / Mrs. Chapman', 'Cathy Keating', 'Esme Keating']",93.761,tt3747572,7.9,17801,tvSeries,Grantchester,Grantchester,0,2014,45,crime drama mystery detective detective-inspector village investigation priest period-drama police-detective criminal-investigation united-kingdom vicar murder-investigation 1950s cambridgeshire investigative sidney hamlet grantchester circumstances parishioners clergyman suspicious 1953 chambers charming vicar turns dies charismatic
841,4357,Mission: Impossible,"Mission: Impossible is an American television series that was created and initially produced by Bruce Geller. It chronicles the missions of a team of secret government agents known as the Impossible Missions Force. In the first season, the team is led by Dan Briggs, played by Steven Hill; Jim Phelps, played by Peter Graves, takes charge for the remaining seasons. A hallmark of the series shows Briggs or Phelps receiving his instructions on a recording that then self-destructs, followed by the theme music composed by Lalo Schifrin.

The series aired on the CBS network from September 1966 to March 1973, then returned to television for two seasons on ABC, from 1988 to 1990, retaining only Graves in the cast. It later inspired a popular series of theatrical motion pictures starring Tom Cruise, beginning in 1996.",Action-&-Adventure Crime Drama Mystery,secret-agent disguises foreign-intrigue,1966-09-17,"['Jim Phelps', 'Barney Collier', 'Willy Armitage', 'Man On Tape (voice)', 'Dana Lambert']",93.729,tt0060009,7.9,11819,tvSeries,Mission: Impossible,Mission: Impossible,0,1966,50,action-&-adventure crime drama mystery secret-agent disguises foreign-intrigue aired tom 1990 season steven lalo hallmark hill theme played takes missions schifrin returned instructions cbs agents september cast led graves force bruce team destructs briggs 1988 impossible american government mission recording television receiving series dan geller secret produced charge created jim retaining starring 1966 remaining phelps popular cruise composed network motion initially march peter abc 1996 seasons inspired theatrical music 1973 chronicles pictures
842,117024,Sacrificial Princess and the King of Beasts,"One hundred years ago, a grave tradition was born in a land where demons live among people: a human must be sacrificed to the King of Beasts. But when Sariphi, the 99th sacrifice, is offered to the King, she isn’t afraid at all! Intrigued by her calm and cute nature, the King decides to spare her life with plans to make her his bride.",Animation Drama Sci-Fi-&-Fantasy Action-&-Adventure,love romance royalty based-on-manga demon shoujo anime anthropomorphic-animal,2023-04-20,"['Sariphi (voice)', 'Leonhart (voice)', 'Anubis (voice)', 'Cy (voice)', 'Clops (voice)', 'Amit (voice)', 'Jormungand (voice)', 'Bennu (voice)', 'Lanteveldt (voice)']",93.685,tt21929436,7.1,387,tvSeries,Sacrificial Princess & the King of Beasts,Niehime to Kemono no Ou,0,2023,23,animation drama sci-fi-&-fantasy action-&-adventure love romance royalty based-on-manga demon shoujo anime anthropomorphic-animal 99th afraid grave spare years land beasts intrigued demons live people tradition plans calm offered sacrifice born bride nature sariphi decides sacrificed ago cute king human life
843,69740,Ozark,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",Crime Drama,money-laundering investigation missouri drug-cartel biting kingpin ozarks financial-advisor serious bold,2017-07-21,"['Marty Byrde', 'Wendy Byrde', 'Charlotte Byrde', 'Jonah Byrde', 'Ruth Langmore', 'Wyatt Langmore', 'Maya Miller', 'Omar Navarro', 'Jim Rattelsdorf', 'Mel Sattem']",93.601,tt5071412,8.5,354797,tvSeries,Ozark,Ozark,0,2017,60,crime drama money-laundering investigation missouri drug-cartel biting kingpin ozarks financial-advisor serious bold drags appease years drug chicago ozarks adviser launder financial missouri 500 boss family
844,34660,Saiyuki,"Many years ago, humans and demons lived in harmony. But that unity  ended when demons started attacking humans and plotted a mission to  unleash Gyumao - an evil demon imprisoned for thousands of years. Now,  Genjo Sanzo, a rogue priest, must team up with three demons - Sha Gojyo,  Son Goku, and Cho Hakkai - and embark on a perilous journey to the west  to stop these demons from resurrecting Gyumao and restore the balance  between humans and demons on Earth.",Animation Action-&-Adventure Drama Comedy,supernatural based-on-comic based-on-manga shoujo shounen anime journey-to-the-west,2000-04-04,"['Cho Hakkai (voice)', 'Son Goku (voice)', 'Genjo Sanzo (voice)', 'Sha Gojyo (voice)', 'Hakuryu (voice)']",93.587,tt0111056,7.2,275,tvSeries,Gensomaden Saiyuki,Gensomaden Saiyuki,0,2000,23,animation action-&-adventure drama comedy supernatural based-on-comic based-on-manga shoujo shounen anime journey-to-the-west gyumao gojyo evil cho years demon hakkai unleash perilous priest sha restore demons unity started embark plotted rogue ended harmony lived genjo journey west team balance humans sanzo earth son ago imprisoned resurrecting attacking goku thousands mission
845,3137,Babylon 5,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, its goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",Drama Sci-Fi-&-Fantasy Action-&-Adventure,prophecy space-colony transformation time-travel space-station space-opera mental-telepathy familiar,1994-01-26,"['John Sheridan', 'Michael Garibaldi', 'Delenn', 'Stephen Franklin', 'G’Kar', 'Londo Mollari', 'Vir Cotto', 'Lennier', 'Elizabeth Lochley', 'Lyta Alexander', 'Zack Allan']",93.57,tt0105946,8.4,35076,tvSeries,Babylon 5,Babylon 5,0,1993,45,drama sci-fi-&-fantasy action-&-adventure prophecy space-colony transformation time-travel space-station space-opera mental-telepathy familiar alliance narn minbari built military relations function alien aligned businessmen neutral diplomatic major negotiations 5 league regime worlds council grievances babylon vorlon ambassadors empire serves worked space criminals federation rangers civilizations maintain work control races republic post goal port travelers traders peace providing located long station duly earth 2250s mile representatives sanctuary interstellar faring appointed centauri
846,2604,The Boondocks,"When Robert “Granddad” Freeman becomes legal guardian to his two grandsons, he moves from the tough south side of Chicago to the upscale neighborhood of Woodcrest (a.k.a. ""The Boondocks"") so he can enjoy his golden years in safety and comfort. But with Huey, a 10-year-old leftist revolutionary, and his eight-year-old misfit brother, Riley, suburbia is about to be shaken up.",Action-&-Adventure Comedy Animation,based-on-comic racism cynical adult-animation racial-stereotype candid colorism complex introspective black-culture family-comedy dramatic critical witty amused defiant mocking straightforward wry anime-inspired,2005-11-06,"['Huey Freeman / Riley Freeman (voice)', 'Robert Freeman (voice)', 'Tom Dubois (voice)', 'Sarah Dubois (voice)', 'Uncle Ruckus (voice)', 'Jazmine Dubois (voice)']",93.534,tt0373732,8.5,36621,tvSeries,The Boondocks,The Boondocks,0,2005,22,action-&-adventure comedy animation based-on-comic racism cynical adult-animation racial-stereotype candid colorism complex introspective black-culture family-comedy dramatic critical witty amused defiant mocking straightforward wry anime-inspired tough enjoy grandsons suburbia shaken huey 10 years safety south chicago neighborhood revolutionary leftist boondocks year brother golden granddad riley robert misfit moves woodcrest comfort upscale guardian freeman legal
847,103553,Yeh Hai Chahatein,"Dr. Preesha, a single mother who raises her elder sister's child, Saransh after her elder sister's death.",Drama,romance thriller,2019-12-19,[],93.526,tt11349960,4.0,838,tvSeries,Yeh Hai Chahatein,Yeh Hai Chahatein,0,2019,22,drama romance thriller preesha raises single elder saransh death sister mother child
848,85015,Tujhse Hai Raabta,Tale of a bittersweet relationship between stepmother and daughter.,Drama Soap Family,,2018-09-03,"['Kalyani Deshmukh', 'Anupriya Deshmukh Rane', 'Atharv Bapat', 'Ahilya Deshmukh']",93.522,tt8862874,3.6,175,tvSeries,Tujhse Hai Raabta,Tujhse Hai Raabta,0,2018,20,drama soap family  relationship tale bittersweet stepmother daughter
849,62404,The Next Step,Follow the lives of an elite group of young dancers who train at The Next Step Studio.,Family Drama,dancer dance sports mockumentary teen-drama,2013-03-08,"['Eldon', 'Heath', 'Nick', 'Pete', 'Anthony', 'Jett', 'Ethan', 'Izzy', 'Ebby', 'Kenzie', 'Olive', 'Ariana', 'Niall', 'Adele', 'Grace']",93.438,tt2374744,6.3,2360,tvSeries,The Next Step,The Next Step,0,2013,30,family drama dancer dance sports mockumentary teen-drama step group follow lives elite train young studio dancers
850,76826,Deffchonki,"Careerist Katya ""Palna"" Schwimmer, a hunter for rich bachelors Olga ""Lelya"" Rzhevskaya and an ideal housewife Masha ""Bobylych"" Bobylkina. Everyone is looking for their own female happiness: one in office novels, the second on the Ruble, and the third – and at all with pop idol Serega Zvonarev.",Comedy,,2012-04-09,"['Мария Сергеевна «Бобылыч» Бобылкина', 'Екатерина Павловна «Пална» Швиммер', 'Ольга Петровна «Лёля» Ржевская', 'Василиса Сергеевна «Вася» Бобылкина', 'Сергей Борисович «Звонарь» Звонарёв', 'Анна Михайловна Кузьмина', 'Геннадий Петрович Фёдоров', 'Станислава Петровна «Стася» Синичкина', 'Вано Давидович Аргвелиздзе', 'Алексей Копылов']",93.411,tt2354729,4.1,256,tvSeries,Deffchonki,Deffchonki,0,2012,24,comedy  bachelors careerist masha bobylkina novels pop olga zvonarev serega lelya ruble palna housewife hunter office idol happiness schwimmer bobylych rich female rzhevskaya katya ideal
851,62875,BUNK'D: Learning the Ropes,"Siblings Emma, Ravi, and Zuri Ross leave their extravagant New York City penthouse once again to return to Camp Kikiwaka, a rustic summer camp in Maine where their parents met as teenagers.",Comedy,summer-camp spin-off sitcom,2015-07-31,"['Lou Hockhauser', 'Destiny Baker', 'Noah Lambert', 'Parker Preston', 'Winnie Weber', 'Bill Pickett', 'Jake Jacobs']",93.349,tt4591680,5.4,4310,tvSeries,Bunk'd,Bunk'd,0,2015,30,comedy summer-camp spin-off sitcom city leave extravagant teenagers emma zuri ravi ross parents return york met camp kikiwaka maine rustic penthouse summer siblings
852,42951,Kaiji,"Kaiji Itou is a good-for-nothing loiterer who spends his days drinking beer and stealing hubcaps—that is, until he ends up being tricked by his former co-worker. Unable to suddenly repay his friend's huge debt all by himself, Kaiji is offered a shady deal to participate in an illegal underground gamble on a cruise ship. This turns out to be nothing more than the beginning of his new life of hell—thrown headlong into a life-threatening roller coaster of mind games, cheating, and deceit.",Animation Drama,gambling based-on-manga illegal-gambling anime gambling-addiction,2007-10-03,"['Kaiji (voice)', 'Narrator (voice)']",93.3,tt1202625,8.3,3950,tvSeries,Gyakkyô burai Kaiji,Gyakkyô burai Kaiji,0,2007,23,animation drama gambling based-on-manga illegal-gambling anime gambling-addiction illegal deal roller cheating kaiji suddenly cruise beer repay ends underground thrown coaster games itou deceit loiterer debt mind drinking hell good hubcaps worker offered headlong threatening unable participate friend life tricked spends days gamble turns ship shady stealing huge
853,215709,Redemption,"Orhun is a successful businessman who was raised in a wealthy but loveless family along with his twin sister Nihan, younger sister Nurşah and their cold, distant mother Afife. Nihan left to do volunteer work as a doctor in Eritrea, but recently she has been impossible to contact, and her family is worried about her. While looking for his sister, he comes across Hira, a poor girl living the life of a prisoner at the hands of traffickers. When they find out that Nihan has been poisoned and killed by a local gang, Orhun breaks down. When it emerges that it was actually Hira who poisoned his sister, Orhun hatches an evil revenge plan. Meanwhile, Afife, their mother, has kept Orhun's father away since his childhood secretly. Orhun decides to marry Hira as revenge. Afife hates people of lower status and she’s obsessed with “pure blood”. Will this marriage imprison Afife , or will the couple find redemption after paying all their dues?",Drama,,2022-11-21,"['Hira Demirhanlı', 'Orhun Demirhanli', 'Afife Demirhanlı', 'Halise', 'Perihan', 'Kenan', '', 'Meryem', 'Neva Demirhanlı', 'Raşit']",93.288,tt22693974,6.5,769,tvSeries,Esaret,Esaret,0,2022,50,drama  status poisoned businessman revenge redemption secretly emerges people cold dues lower obsessed paying orhun evil couple raised father volunteer blood successful marriage impossible prisoner decides younger contact childhood family life living twin hira sister loveless work traffickers wealthy doctor killed mother pure nurşah poor gang afife eritrea imprison girl worried nihan marry hates local distant hatches hands breaks left plan
854,99047,Record of Youth,"In a cutthroat world where the life you’re born into decides your success, three aspiring youths are determined to change that perception as they fight for their dreams.",Drama,love-triangle suicide regret photographer professor strong-woman beauty banker inferiority-complex rags-to-riches friendship dysfunctional-family family-relationships prejudice debt reporter break-up model art fashion makeup housekeeper death makeover carpenter childhood-friends military makeup-artist modeling aspiring-actor talent-manager frenemies fandom rich-family quarter-life-crisis business-rivalry fashion-industry entertainment-industry actors independent-woman slow-burn-romance friends-to-lovers military-enlistment idol wrongfully-accused actress best-friends family-pressure chasing-a-dream workplace-abuse,2020-09-07,"['Sa Hye-jun', 'An Jeong-ha', 'Won Hae-hyo', 'Lee Tae-soo', 'Won Hae-na', 'Kim Jin-woo', 'Han Ae-sook', 'Kim Yi-young', 'Sa Min-gi', 'Sa Young-nam', 'Won Tae-kyeong', 'Sa Kyeong-jun', 'Lee Min-jae', 'Choi Soo-bin', 'Yang Moo-jin', 'Kim Jang-man', 'Lee Kyung-mi', 'Kim Jin-ri', 'Hair salon director', 'Park Jin-ju', 'Park Do-ha', 'Park Soo-yeon', 'Manager Yang Gyun', 'Kim Soo-man', 'Jung Ji-ah', 'Chi Young', 'Yoon Ju', 'Min-jeong']",93.288,tt12850322,7.2,3621,tvSeries,Record of Youth,Chungchungirok,0,2020,70,drama love-triangle suicide regret photographer professor strong-woman beauty banker inferiority-complex rags-to-riches friendship dysfunctional-family family-relationships prejudice debt reporter break-up model art fashion makeup housekeeper death makeover carpenter childhood-friends military makeup-artist modeling aspiring-actor talent-manager frenemies fandom rich-family quarter-life-crisis business-rivalry fashion-industry entertainment-industry actors independent-woman slow-burn-romance friends-to-lovers military-enlistment idol wrongfully-accused actress best-friends family-pressure chasing-a-dream workplace-abuse aspiring youths change cutthroat success determined dreams fight perception born decides life
855,70998,Souryo to Majiwaru Shikiyoku no Yoru ni...,"At a high school reunion, Mio Fukatani reunites with a classmate she has not seen in years—Takahide Kujou. She had always wanted to know more about the kind-hearted boy in high school, but once she realizes that Kujou has become a monk, she believes that any chance of getting to know him romantically is slim. Deciding to drink away her sorrows, she ends up walking home drunk, and surprisingly, running into Kujou who helps her get home.

However, once inside, Kujou's lust for Mio becomes apparent and the two share an erotic night of passion. As this steamy romance blossoms between these two unlikely lovers, Mio and Kujou will undoubtedly spend many nights together in utter ecstasy.",Animation Drama,monk romance based-on-manga anime josei,2017-04-03,"['Yukitaka Kujou', 'Kiyotaka Kujou', 'Shiori Kujou', 'Mio Fukatani', 'Takahide Kujou']",93.199,tt6472622,4.5,52,tvSeries,Majiwaru Shikiyoku no Yoru ni...,Majiwaru Shikiyoku no Yoru ni...,1,2017,5,animation drama monk romance based-on-manga anime josei chance inside drunk reunion slim monk share school drink nights helps realizes lovers ends classmate reunites night believes ecstasy steamy utter blossoms takahide kind kujou romance erotic fukatani undoubtedly surprisingly hearted walking romantically running years apparent deciding spend wanted sorrows high lust passion mio boy
856,87449,Sprawiedliwi - Wydział kryminalny,Sprawiedliwi - Wydział kryminalny,Crime,,2016-09-05,"['Paulina Wach', 'Edward Kubis', 'Dagmara Górska', 'Aleksandra Latoszek']",93.093,tt8135220,6.8,39,tvSeries,Sprawiedliwi - Wydzial Kryminalny,Sprawiedliwi - Wydzial Kryminalny,0,2016,44,crime  sprawiedliwi wydział kryminalny
857,10534,The Red Skelton Show,"The Red Skelton Show is an American variety show that was a television staple for two decades, from 1951 to 1971. It was second to Gunsmoke and third to The Ed Sullivan Show in the ratings during that time. Skelton, who had previously been a radio star, had appeared in several motion pictures as well. Although his television series is largely associated with CBS, where it appeared for more than fifteen years, it actually began and ended on NBC. During its run, the program received three Emmy Awards, for Skelton as best comedian and the program as best comedy show during its initial season, and an award for comedy writing in 1961.",Comedy Talk Family,pantomime sketch-comedy variety-show,1951-09-30,['Host'],93.092,tt0043224,8.1,1416,tvSeries,The Red Skelton Hour,The Red Skelton Show,0,1951,60,comedy talk family pantomime sketch-comedy variety-show received television variety nbc series 1951 red 1971 cbs time years motion awards program gunsmoke sullivan 1961 staple began ended season ratings writing appeared comedy initial radio star decades skelton american comedian emmy pictures award
858,123249,My Dress-Up Darling,"Wakana Gojo is a high school boy who wants to become a kashirashi--a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids--especially one girl, Marin Kitagawa--seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.",Animation Comedy Drama,adolescence high-school romance slice-of-life based-on-manga cosplay seinen ecchi anime otaku erotic romantic,2022-01-09,"['Marin Kitagawa (voice)', 'Wakana Gojo (voice)', 'Sajuna Inui (voice)', 'Shinju Inui (voice)', 'Kaoru Gojo (voice)']",93.055,tt15765670,8.0,15573,tvSeries,My Dress-Up Darling,Sono bisuku dôru wa koi o suru,0,2022,24,animation comedy drama adolescence high-school romance slice-of-life based-on-manga cosplay seinen ecchi anime otaku erotic romantic gojo popular fitting shares worlds class kitagawa time master kashirashi completely secret gung latest craft live japanese wakana collide school marin unexpected hard girl dolls hina high trends craftsman kids traditional day boy
859,4583,Derrick,"Derrick was a German TV series produced by Telenova Film und Fernsehproduktion in association with ZDF, ORF and SRG between 1974 and 1998 about Detective Chief Inspector Stephan Derrick and his loyal assistant Inspector Harry Klein, who solve murder cases in Munich and surroundings.",Drama Crime,munich germany police-detective murder-investigation,1974-10-20,"['Stephan Derrick', 'Harry Klein', 'Willi Berger']",93.03,tt0070981,6.7,1886,tvSeries,Derrick,Derrick,0,1974,60,drama crime munich germany police-detective murder-investigation zdf orf cases german series detective chief film surroundings klein inspector derrick srg produced 1998 murder loyal fernsehproduktion telenova harry und solve munich assistant stephan 1974 association
860,213194,Cranberry Sorbet,"It is about the striking events that develop after the marriage of Doğa and Fatih, the children of two families with different cultures, in a lightning marriage.",Family Drama,,2022-10-28,"['Ömer Ünal', 'Kıvılcım Arslan', 'Doğa Korkmaz', 'Pembe Ünal', 'Fatih Ünal', 'Nursema Ünal', 'Sönmez Arslan', 'Nilay Ünal', 'Mustafa Ünal', 'Metehan Ünal', 'Kayhan Korkmaz', 'Sevilay', 'Abdullah Ünal (2)', 'Giray Şifacıgil', 'Meryem', 'Cemal', 'Heves Şifacıgil', 'Asude', 'Firuz']",92.804,tt21764074,5.9,3728,tvSeries,Cranberry Sorbet,Kizilcik Serbeti,0,2022,\N,family drama  children striking develop events families marriage lightning doğa cultures fatih
861,45875,Projectorparishilton,"Four hosts discuss some current news and comment on different issues in politics and economics, similar to 7 Tage, 7 Köpfe. The show's name is a reference to the 80s TV program ""Прожектор Перестройки"" - a program that was discussing current events on Soviet television during the times of Perestroika - and American socialite Paris Hilton, who, according to Svetlakov, symbolizes lack of taste. Thus, the name of the show implies that this is a current events program that shouldn't be taken seriously.",News Comedy,,2008-05-17,"['', '', '', '']",92.685,tt1427175,7.3,1100,tvSeries,Prozhektorperiskhilton,Prozhektorperiskhilton,0,2008,35,news comedy  implies television discuss news tage issues symbolizes köpfe discussing 80s program soviet перестройки hilton hosts economics events lack reference 7 current american times socialite politics perestroika comment svetlakov paris taste прожектор
862,107467,I Am A Singer,I Am A Singer,Reality,singing-competition,2013-01-18,[],92.67,tt11879858,6.6,26,tvSeries,Singer,Ge Shou,0,2013,90,reality singing-competition singer
