,id,title,popularity,imdb_id,averageRating,num_votes,title_type,start_year,tags
1179,80623,BAKI,75.042,tt6357658,6.8,9347,tvSeries,2016,animation action-&-adventure crime drama martial-arts fight based-on-manga underground-fighting warrior strong anime fighting-style original-net-animation-(ona) arts inmates violent trains father baki martial hanma hard row descend legendary death champion tokyo surpass
1180,397,The Dukes of Hazzard,75.037,tt0078607,7.1,16142,tvSeries,1979,action-&-adventure drama comedy crime farm uncle cousin-cousin-relationship daisy hogg running uncle car hazzard luke backed cousins wells duke coltrane lee assisted cousin scheming authorities string battle general county jesse bo sheriff boss
1181,103386,Uchu Sentai Kyuranger,74.981,tt6069250,7.3,198,tvSeries,2017,action-&-adventure sci-fi-&-fantasy comedy kids monster space-battle superhero giant-robot giant-monster rebellion alien-invasion super-power superhero-team kaiju ancient-prophecy spaceship aliens super-sentai evil-empire returning-hero henshin-heroes tokusatsu gathers matter globes ultimate galaxy universe saviors power constellations called spheres established rebellion chosen insurgent magical force kyu conquered empire jark
1182,115718,Οι Συμμαθητές,74.974,tt4433394,6.1,149,tvSeries,2014,comedy  συμμαθητές οι
1183,63181,Marvel's Guardians of the Galaxy,74.956,tt4176370,7.3,3589,tvSeries,2015,action-&-adventure animation based-on-comic space superhero-team forces enigmatic quill humanoid threats warrior misfits universe raccoon named fan save adventurer drax favorite destroyer peter lord expert gamora groot joins edged star greatest brash tree rocket rough quartet disparate fighter
1184,1310,Sanctuary,74.949,tt0965394,7.3,22961,tvSeries,2008,action-&-adventure sci-fi-&-fantasy mutant future superhuman scientist recruiting helen magnus enigmatic surprising protect beautiful population phenomena mysteries scientist beings secrets called holds existence seeks brilliant terrifying hide humans clandestine abnormals strange group unlock adventures threatened
1185,40290,MasterChef,74.888,tt1694423,7.2,10058,tvSeries,2010,reality competition cooking cooking-competition reality-competition celebrity-chef home-cooks series challenges ramsay master culinary gordon chefs celebrity rounds elimination contestants hit sees competition cook order cooking group turn winning chef award
1186,55216,Scènes de ménages,74.864,tt1533783,6.3,441,tvSeries,2009,comedy family talk jealousy satire gossip scènes ménages
1187,80018,Suno Chanda,74.854,tt8483182,8.8,3105,tvSeries,2018,comedy drama family arranged-marriage wedding opposites-attract series revolves marry people wedding plans cancel families love slowly hate
1188,120263,Pasapalabra,74.825,tt8912304,6.7,12,tvSeries,2018, game-show responses correct score contestant rosco extending time game final play episode contestants team limit seconds games celebrities
1189,103768,Sweet Tooth,74.772,tt12809988,7.7,73443,tvSeries,2021,drama sci-fi-&-fantasy cataclysm post-apocalyptic-future deer hybrid based-on-comic virus pandemic human-animal-hybrid post-apocalypse half protector deer adventure perilous searches lovable post apocalyptic boy human gruff
1190,99121,Walker,74.763,tt11006642,6.2,15485,tvSeries,2021,crime drama action-&-adventure texas-ranger cordell years widower father work austin returns code harder moral undercover discover walker
1191,51817,Teenage Mutant Ninja Turtles,74.754,tt1877889,7.9,15414,tvSeries,2012,action-&-adventure kids animation sci-fi-&-fantasy comedy new-york-city hero mutant katana turtle sensei based-on-comic alien ninja fighting sewer mutant-animal nunchaku rat titular donatello city raphael series topside surfacing time birthday michelangelo thought ninja teenage work mutant leonardo fifteenth nickelodeon team york enemies sewers animated turtles life
1192,230348,Kids War: Zaken na yo,74.699,tt0780959,7.8,18,tvSeries,1999,  zaken kids war yo
1193,2405,Johnny Bravo,74.667,tt0118360,7.2,39851,tvSeries,1997,animation comedy family womanizer vulgarity hunks muscles manly worst big matter enemy bigger winds biceps bravo johnny story narcissistic bulging believes spirit quintessential karate guy chopping short women tells free hair sees earth finds god muscles gift mama boy
1194,25760,Higurashi: When They Cry,74.648,tt0845738,7.8,6659,tvSeries,2006,animation drama mystery mass-murder trauma baseball-bat sadism village harem psychic-power murder rampage gore beaten-to-death psychological-thriller torture fear psychic rage witness-to-murder dungeon psycho-killer psycho folklore bloodbath 1980s traumatic-experience anime based-on-visual-novel horror point playing news games unfold hinamizawa stumbles appearances horrific town quiet school murder blissfully events learns friends occurred moving local close fateful spends days deceiving maebara day keiichi
1195,78303,"Mein Lokal, Dein Lokal",74.626,tt3117654,6.8,46,tvSeries,2013,reality  5 city running winner 000 receives chefs dein mein compete week lokal restaurant à order carte award euros
1196,27660,Legend of the Galactic Heroes,74.623,tt0096633,9.0,5178,tvSeries,1988,sci-fi-&-fantasy animation drama war-&-politics based-on-novel-or-book bromance military anime maneuver enter alliance deal battles wen fpa von imperial li arrangements spaceships win political lohengramm commanders changed superiors complicated strategies free admiral ultimately reality sides decades involves galactic tested yang planets interstellar subordinates locked plot war millions soldiers empire great conflict thousands reinhard hopes
1197,48463,Beckmann,102.147,tt0298620,3.1,150,tvSeries,1999,talk  hosts talk reinhold beckmann weekly
1198,103254,Yashahime: Princess Half-Demon,102.134,tt12287748,7.0,1301,tvSeries,2020,animation action-&-adventure dementia time-travel supernatural demon historical spin-off super-power shounen anime awestruck half separated appears towa sister japan slayer kohaku demon raised years mysterious reopened desperately connects memories brother twins reunited setsuna allowing eras forest working sota searching wanders higurashi sends shock kagome lost day tunnel feudal younger older family
1199,66676,Queen of the South,102.112,tt1064899,8.0,34967,tvSeries,2016,crime drama drug-cartel drugs cartel smuggler boyfriend avenge lover teresa drug dallas murder mexico settling flees murdered reigning country runner
1200,99671,Trigger,75.827,tt9011124,7.4,997,tvSeries,2018,drama  blame psycholo telling save people mood suicidal gist seemingly suicide sep solving heal arate 35 believes action jail wife 8 leaves case methodology brilliantly commits roof license episode method friend backs artem justice problems years colony prove condemned psychologist dasha friends patient working death turn provocative 32 clients
1201,126506,Smiling Friends,98.39,tt12074628,8.5,18950,tvSeries,2020,animation comedy adult-animation workplace-comedy absurdism small-business smile absurd small-business-owner happiness joyful troubled charlie hotline cheerful series bring requests small main cheer receive cynical optimistic people smile jobs purpose simple complicated friends happiness lives company misadventures smiling representatives pim turn seemingly lazy comfort difficult day making
1202,57129,71° North - Norways Toughest Celebrity,49.406,tt2283115,7.0,72,tvSeries,2010,action-&-adventure reality challenger snow nature cross-country-race celebrities 71 north celebrity toughest norways
1203,75191,The Terror,70.166,tt2708480,7.9,53853,tvSeries,2018,mystery drama sci-fi-&-fantasy expedition anthology shaman internment-camp japanese-american-internment deadly-disease horror-anthology historical events anthology stories terrifying series situations featuring people inspired true chilling
1204,954,The Rockford Files,78.651,tt0071042,8.2,11252,tvSeries,1974,crime drama mystery private-investigator los-angeles california private-detective ex-con tough cases crime associates plenty commit pulls girlfriend man cranky lawyer jim likable rockford punches aided shady slammer takes
1205,40905,SOKO Stuttgart,101.637,tt1410219,5.8,209,tvSeries,2009,crime stuttgart germany police police-detective murder-investigation procedural sensitivity soko cases series lead milieus crime scenes bizarre investigates capital state exciting likeable analytically team stuttgart
1206,10136,Where the Heart Is,43.544,tt0063967,7.9,33,tvSeries,1969,soap dysfunctional-family mayer scofield avila timeslot smith television soap 1969 dunlap news series telecast succeeded cbs tom network september heart writers paul remaining program 1972 depriest ceded original produced march created year donovan 25 23 head lou pat labine directed american minutes premiere opera richard 8 break falken 1973 margaret claire replaced
1207,19389,My Date with a Vampire,98.75,tt0874636,8.2,108,tvSeries,1998,drama sci-fi-&-fantasy date vampire supernatural hong-kong policeman jiangshi hong blends ching television liver series lead 1997 iii based atv aired member story legends actor cast jiangshi vampires drama ying produced 1995 1998 western season lam prominent future franchise expert vampire events 1996 modern horror tribute injecting elements died cancer aspects kong plot chinese mythology
1208,63401,We Bare Bears,90.623,tt4839610,7.9,19585,tvSeries,2014,family comedy animation kids cartoon bear adventurer leave awkwardly lot panda francisco bears character driven obsessed human charlie bigfoot ice society cast bay clear hipster internet brother explore technologically area san civilized environs aka bear fame stack famous atop learn scheming place friend adventures nom siblings cave attempt chloe grizzly friends food
1209,65708,Taboo,61.117,tt3647998,8.3,151353,tvSeries,2017,drama mystery london england africa east-india-company blackmail british-empire greed investigation murder betrayal conspiracy incest-overtones period-drama witchcraft adventurer dark-secret gunpowder shipping-company 19th-century georgian-or-regency-era slave-ship land-deed violence africa keziah james seek london father stolen returns adventurer death diamonds delaney 1814 fourteen vengeance
1210,1027,The Carol Burnett Show,66.57,tt0061240,8.7,7473,tvSeries,1967,comedy family sketch-comedy questions-from-the-audience originally 2007 city ranked television variety series lyle episodes cbs waggoner 11 time listed september awards tim carol vicki lawrence magazine march prime harvey 29 comedy guide korman 25 greatest 33 16 278 american studio burnett 2002 sketch starring 1978 emmy 1967 50 conway 100 originated
1211,25117,Tomorrow's Joe,77.52,tt1690397,8.3,980,tvSeries,1970,animation drama action-&-adventure sports boxing anime lacks troubled dismisses solution harsh master drunk boxer professional rife wandering fight trainer greatest personality punches test yabuki throwing greatly saves manners techniques student youth coach career turned danpei train mentor hopeless art day offers agrees life trust fighting ways taught defeats live boxing learn slums unruly outnumbered doya gang falls discipline effortlessly attention japan problems survive potential road tange joe drawing local struggles mettle alcoholic skills
1212,117067,KinnPorsche: The Series,82.171,tt19370256,8.6,5678,tvSeries,2022,action-&-adventure crime drama based-on-novel-or-book bodyguard mafia boys-love-(bl) vacillates ability property boss opposed enemy smooth young rejects bartender father stakes theerapanyakul mafia playful seeks brother martial kinn unexpected intimidation son strained attempts agrees job family arts violent work offer relationship transition care moves meets personal attackers impress feelings fleeing defend bodyguards hire unorthodox enterprising porsche price high turn threatened spurred skills acquiesces
1213,84619,Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger,84.885,tt7446086,7.8,204,tvSeries,2018,comedy sci-fi-&-fantasy kids monster anti-hero double-agent police superhero thief alternate-dimension organized-crime giant-robot giant-monster superhero-team gentleman-thief kaiju futuristic-vehicle phantom-thief gangsters triple-agent super-sentai henshin-heroes tokusatsu protect fighting ganglar stolen famous peace phantom thieves thief lupin arsène police collection treasures lost left
1214,259131,Cosmetic Playlover,58.814,tt33090710,7.8,99,tvMiniSeries,2024,drama romance boys-love-(bl) threatens form big request disrespectful senior impolite natsume secret discovers relationship employees working star company sahashi consultants headache cosmetic
1215,139060,Chained Soldier,63.134,tt16156736,6.3,995,tvSeries,2024,animation action-&-adventure sci-fi-&-fantasy magic romance based-on-manga slave demon fantasy-world ecchi shounen anime slave-labor other-dimension special-power peaches yuuki chief powers save battlefield women kyoka mato servant earth gifted monsters threaten dimension destructive
1216,249906,Tokyo Swindlers,69.671,tt31250132,7.3,1502,tvSeries,2024,crime drama based-on-novel-or-book swindler scammer thriller wind pull worth scam 10 swindlers billion estate prime ambitious team real yen
1217,65984,Bonne nuit les petits,65.205,tt0392957,7.0,57,tvSeries,1962,family kids  petits bonne nuit
1218,154810,Finding Ola,72.104,tt12432642,7.4,2177,tvSeries,2022,comedy drama friendship love married children ends challenges altering ola embarks raising event journey discovery dealing meet making life
1219,69530,The Legend of the Condor Heroes,48.306,tt6774544,7.6,373,tvSeries,2017,drama action-&-adventure wuxia tiexin duo ruled children jin men fought opposite focuses couple sex guo story china revolves dynasty strong disappearance trials song friendship invaders invasion xiaotian set married tribulations death bond yang northern pledge sworn sons unborn heroes sexes jurchen siblings
1220,61679,"A Guy, a Girl",51.841,tt0217224,7.4,1127,tvSeries,1999,comedy drama family romantic-comedy living easy hong cases series river phone alexandra couple rare daily wedding quiet tells long room island life bed lost kong country kitchen jean
1221,136283,The Glory,75.822,tt21344706,8.1,31445,tvSeries,2022,drama bullying based-on-true-story revenge teacher miniseries female-protagonist high-school-student social-issues aggressive complex time-skip antihero suspense melodrama tense brisk enraged tragic scheme motion pain puts woman carefully violence planned revenge childhood marked
1222,1446,Floricienta,73.787,tt0401933,6.5,1243,tvSeries,2004,comedy drama family soap friends romance floricienta
1223,230582,Baby Baji,71.832,tt28235909,8.3,114,tvSeries,2023,comedy drama family  marshall niazi hassan big ahmad samina javeria munawar story baby cast drama saeed qasmi law jamshed ahmed serial daughters mother sunita junaid baji includes saud family
1224,171,Martin,73.451,tt0103488,7.5,11118,tvSeries,1992,comedy drama radio romance detroit michigan 1990s irreverent hilarious admiring amused melodramatic martin tommy television sitcom series focuses gina sassy girlfriend romantic relationship friends radio escapades friend personality payne pam centering cole
1225,1533,Caméra Café,73.354,tt0296318,6.6,937,tvSeries,2001,comedy sitcom mockery small private professional discussions scene machine employees company gossip coffee life
1226,26867,Mushi-Shi,73.333,tt0807832,8.5,14889,tvSeries,2005,animation drama sci-fi-&-fantasy detective supernatural slice-of-life curse tragedy based-on-manga spirit historical nature environmentalism ghost folklore journey angst seinen youkai japanese-mythology shinto anime taoism travels master researching people ginko place mushi suffering helping
1227,237512,Jurassic World: Chaos Theory,73.298,tt29899148,7.5,2239,tvSeries,2024,animation action-&-adventure sci-fi-&-fantasy kids family based-on-novel-or-book sequel dinosaur allosaurus jurassic-world unravel dinosaurs danger conspiracy mystery discover global gang camp brings cretaceous
1228,66084,Acapulco Shore,73.273,tt5459372,3.4,193,tvSeries,2014,reality  based mexican vacation stay reality friends lives respective acapulco hook somethings vapid summer 20
1229,890,Neon Genesis Evangelion,73.218,tt0112159,8.5,89234,tvSeries,1995,sci-fi-&-fantasy animation drama angel depression symbolism loss love mecha piloted-robot self-love self-loathing alien-attack anime century returned mankind finish watch weapons underground nerv devastated angels years time mechanical humanity mysterious wait evangelions asuka remnants save total annihilation seeking bio shinji fight wipe terrifying earth battle rei shadow agency fury moved turn rest day apocalyptic job ready
1230,226687,All Elite Wrestling: Collision,73.179,tt27776045,7.5,256,tvSeries,2023,action-&-adventure drama all-elite-wrestling action wrestlers stories ring serve fans featuring super
1231,7704,Legend of the Seeker,73.142,tt0844653,7.6,36521,tvSeries,2008,sci-fi-&-fantasy action-&-adventure drama based-on-novel-or-book magic sword-fight fantasy-world wizard wizard bloodthirsty woodsman wise evil zedd mysterious named woman prophecy people hero kahlan discovers fulfill cypher born enslaving richard ancient unleashing adventures oppressed tyrant guardian ruthless
1232,81144,The Neighborhood,73.112,tt7942794,6.7,10463,tvSeries,2018,comedy california neighbor los-angeles california next-door-neighbor neighborhood tough door nicest calvin extreme midwest neighborhood neighborliness guy appreciates angeles moves neighbor includes family
1233,46518,Masters of the Air,73.072,tt2640044,7.8,53611,tvMiniSeries,2024,drama war-&-politics world-war-ii aerial-combat miniseries bomber-pilot army-air-force brotherhood courage triumph risk bomb 100th airmen lives forged group loss war
1234,37585,Kenichi: The Mightiest Disciple,73.039,tt1424037,8.1,2462,tvSeries,2006,action-&-adventure animation comedy martial-arts based-on-manga martial-arts-master ecchi shounen anime evil-organization girl-fighter martial-arts-classes lot school dojo picked underdog motivation score core led martial miu accepts graduate whipped day hopes arts shape yeah fate guy live hot hard wimp hottie stick masters piece door survive perfect total training friends kenichi
1235,68814,Strong Woman Do Bong Soon,73.024,tt6263222,8.2,18648,tvSeries,2017,comedy action-&-adventure drama love-triangle supernatural gang bromance superhuman-strength rich-man-poor-woman father-daughter-relationship justice evil crush fights supernatural bong cop tangled born love procures ceo boss triangle strength
1236,841,Newsnight,73.02,tt0163471,6.1,216,tvSeries,1980,news  specialises television senior programme cross analysis daily robust affairs politicians examination current bbc
1237,214945,Fallen,72.97,tt22776032,6.2,652,tvSeries,2024,sci-fi-&-fantasy  enigmatic rehab twin cam young cross crime chief luce time story remember exasperating committing devout woman eye mystery called cult sword howson institution miriam residents doctor sophia untangle connection daniel sinister irresistible serve watchful sisters facility encounters
1238,4288,Beetlejuice,72.943,tt0096543,7.3,8237,tvSeries,1989,animation sci-fi-&-fantasy comedy slapstick-comedy undead based-on-movie horror-for-children pre-teen improbable-friendship animated-horror goth kid-friendly-horror all-girls-school visual-gag land-of-the-dead deetz neitherworld afterlife beetlejuice goth explore inhabited preteen zombies realm lydia friend ghosts wacky ghouls adventures monsters undead
1239,2243,Touched by an Angel,72.907,tt0108968,6.0,8187,tvSeries,1994,sci-fi-&-fantasy drama family angel hope friendship faith spirituality religion good-deed encouragement monica tasked guidance people crossroads bringing messages lives god angel
1240,31251,Victorious,72.902,tt1604099,7.0,30366,tvSeries,2010,comedy kids aspiring-singer singer school teen-comedy arts-school teenage-comedy teenager school singer performing high hollywood navigates tori attending aspiring arts called life vega
1241,232937,Minas de Pasión,72.89,tt27613238,7.2,78,tvSeries,2023,drama action-&-adventure family soap  single fall powerful roberta revenge seek leonardo people mother love life son miserable emilia making works castro
1242,229926,Suicide Squad Isekai,72.885,tt28279848,6.4,1443,tvSeries,2024,animation action-&-adventure sci-fi-&-fantasy explosive based-on-comic anime isekai city swords criminals rule crime otherworldly waller harley magic orcs conquer quinn perilous connected notorious peacemaker assembles ridden shark gate amanda clayface gotham crew head dragons realm skies group deadshot rampage king mission
1243,19836,Magical Girl Lyrical Nanoha,72.868,tt0808082,6.8,224,tvSeries,2004,action-&-adventure animation comedy drama sci-fi-&-fantasy magic spin-off super-power anime yuri based-on-visual-novel magical-girl form matter mage winds cries lies fend magical jewel planet problem lyrical takamachi evil seal scraia telepathic goals nanoha 21 accidentally mission pearl transform reaching seed heart properly fate ferret failed hears started rescue seeds spread hand order raging girl playing yuuno attempt staff complete prevent working earth battle wield distant
1244,40050,Daniel Tiger's Neighborhood,72.854,tt2014553,7.5,1502,tvSeries,2012,animation family kids tiger educational pre-school tiger growing fun practical learning learn year strategies friends 4 daniel skills life
1245,217766,Zom 100: Bucket List of the Dead,72.834,tt25811262,7.4,9152,tvSeries,2023,animation action-&-adventure comedy sci-fi-&-fantasy supernatural zombie based-on-manga zombie-apocalypse seinen anime bucket-list bucket list outbreak finally live overworked year hits 24 decides create country zombie
1246,200707,The Escape of the Seven,72.763,tt29198828,6.2,551,tvSeries,2023,drama mystery prison prisoner friendship escape justice missing-girl walks claim money revenge despicable alive lies mysterious face divine horrific retribution disappearance people struggle greed intertwined delirium lives drives connection brings unfathomable picturesque girl life innocence
1247,99890,Bahu Hamari Rajni Kant,72.732,tt7651452,8.6,1238,tvSeries,2016,  arrival grover classy story raqesh roles female karan meet robot preceded saves humanoid daughter powers shaan expectations shantanu vashisth super family weird male lead series robotic marries created play mother bengali ridhima adventures pallavi excuses troubles behaviour unintentionally kant law pandit rajni times pradhan plot skills
1248,7897,Cuéntame cómo pasó,72.726,tt0302447,7.4,1626,tvSeries,2001,comedy drama spain madrid spain dictatorship family post-civil-war dictatorship-aftermath experiences rule class years alcántaras francisco recounts spanish democracy transition franco middle family
1249,43232,Kyo Kara Maoh!,72.716,tt0816387,7.3,410,tvSeries,2004,animation comedy action-&-adventure parody demon shoujo anime isekai boys-love-(bl) angry travels fainted time school fight happened yuuri slapped christ meet days picked castle flushed throw von demon powers shibuya turned fiancee marriage water including king majesty konrad remember knive majutsu slapping gunter tradition declared boy dodged cheek mother hand toilet propose senses sleeping ordinary maou girl defending brothers 3 hitted 27th aristocrats battle biefield high weller punished wolfram left result
1250,66212,iUmor,72.673,tt12995316,6.9,106,tvSeries,2016,comedy stand-up-comedy barriers 000 cheloo humor proves imagination delia romanian number award euros 20
1251,99918,India's Best Dancer,72.523,tt19355604,6.1,34,tvSeries,2020,reality  impress title series win professional rounds india talent amateur judges showcase dancers
1252,1486,21 Jump Street,72.499,tt0092312,7.2,14330,tvSeries,1987,crime mystery drama undercover undercover-agent police coming-of-age police-detective police-procedural street young appearance crimes jump revolves youthful teenagers undercover solve involving group 21 cops adults
1253,33987,Corazon Valiente,72.476,tt2227061,7.0,387,tvSeries,2012,soap drama action-&-adventure  separated courage samantha years story fate trap unmissable friendship friends loyalty love angela
1254,46922,Ben 10: Omniverse,72.456,tt2293002,6.4,8022,tvSeries,2012,action-&-adventure animation sci-fi-&-fantasy kids extraterrestrial-technology transformation time-travel sequel alien universe parallel-world alien-race teen-superhero ben-10 completed face final ben year tennyson events place battle 16 omnitrix enemies equipped
1255,6673,The Marvelous Misadventures of Flapjack,72.443,tt1178180,7.8,16474,tvSeries,2008,sci-fi-&-fantasy comedy animation  grew inside pirate young candied capt nuckles magical crusty sets talking island sail boy whale accompanied
1256,12433,A Case For Two,72.408,tt0081860,6.3,828,tvSeries,1981,drama crime lawyer private-detective characters attorney direct portrayed fall television zdf german premiered series gärtner 11 ein resorts private september main crimes role start claus features officer located josef method 1981 zwei dirty frankfurt solve business police tricks investigation für theo matula investigator effective defense
1257,30982,Hikaru no Go,72.278,tt0426711,8.2,1452,tvSeries,2001,animation sci-fi-&-fantasy board-game bromance based-on-manga go shounen anime weiqi instructor story apparition emperor fujiwara grandfather suicide haunts banished rummaging accomplish year board god day hopes sai cheating city ghostly appears 12 things bad reason normal shindō pulls live called tells man drowning hand committed livelihood opponent sportsmanship japan hikaru years game perfect sad sell ago boy accused
1258,2913,Are You Afraid of the Dark?,72.255,tt0103352,8.2,16453,tvSeries,1990,mystery kids drama anthology paranormal surrealism paranormal-phenomena storytelling campfire-story supernatural-power good-versus-evil horror members leave anthology offering title series midnight spot young spooky society ghost secret night cameras woods recounts switch episode opens told stories gather tale campfire storyteller prepare kids announces
1259,8872,Aquarion,72.212,tt0872309,6.5,285,tvSeries,2005,action-&-adventure animation comedy drama sci-fi-&-fantasy reincarnation god mecha giant-robot anime fighting angels humanity weapon called species machine aquarion future advanced fight set giant shadow technologically effective
1260,129272,Against The Sky Supreme,72.177,tt15816496,7.9,110,tvSeries,2021,animation action-&-adventure based-on-novel-or-book 3d-animation cultivation purification ruled outer immortal countless entire worlds universes universe emperors demons fields field divided eternal heavens star realm mortal referred continent layers jiutian enemies gods region collectively commanded tianfa xin
1261,3673,Crown Court,72.085,tt0140733,7.3,358,tvSeries,1972,drama courtroom-drama courts television afternoon network 1972 drama produced assize sessions itv granada courtroom crown quarter wales 1984 court england legal replaced
1262,17436,Jimmy Two-Shoes,72.065,tt1387904,6.0,694,tvSeries,2009,animation comedy  titular 15 television premiered lucky series miseryville kay spanning aired demon exploits states edward teletoon xd 2011 town created usa happy disney united seasons creatures scott july lives kingdom february shoes centered 2009 canadian jimmy 2 canada rated 21 character miserable animated monsters sean y7 filled
1263,114868,Record of Ragnarok,72.059,tt13676344,6.5,9249,tvSeries,2021,animation action-&-adventure sci-fi-&-fantasy fight mythology survival tournament historical-fiction based-on-manga combat super-power gods seinen anime valkyrie humankind battles chance worthy prove ragnarok gods eradicating survival
1264,79611,Charmed,71.945,tt6394324,4.7,18157,tvSeries,2018,drama sci-fi-&-fantasy witch reboot college charmed powerful vera time tragic witches town mel hilltowne set lives mother death discover fictional macy sisters maggie
1265,135934,The Legend of Vox Machina,71.559,tt11247158,8.4,42210,tvSeries,2022,animation sci-fi-&-fantasy dwarf magic vampire family-drama dragon demon unlikely-friendship myth elemental talking-dragon band-of-misfits drama ragtag easy justice money vox evil interested rowdy cheap misfits ale capable restoring protecting hire turned boisterous kingdom crew realm threatened machina realizes mercenaries
1266,87108,Chernobyl,68.302,tt7366338,9.3,891943,tvMiniSeries,2019,drama based-on-true-story miniseries nuclear-catastrophe 1980s chernobyl europe worst catastrophes men unimaginable story accident save catastrophic women history tale man chernobyl brave sacrificed true nuclear disaster
1267,58287,PBS News Weekend,67.187,tt11161044,6.7,28,tvSeries,2013,news public-television spin-off us-news renowned education experts international religion news depth arts analysis finance topics economy original field healthcare provide technology energy weekend reporting summary national broadcast science day including
1268,67575,Moomin,73.741,tt0247117,8.4,4777,tvSeries,1990,animation family kids sci-fi-&-fantasy comedy magic friendship troll family children tove young based mysterious remote live moominvalley magical gentle mundane stories moomintroll creatures peaceful experience strange adventures moomins jansson family
1269,131927,Dexter: New Blood,76.305,tt14164730,8.1,106053,tvMiniSeries,2021,drama crime based-on-novel-or-book vigilante sequel serial-killer living beckons small 10 lake years embracing wake iron dexter eye assumed town missing events unexpected york close passenger dark knit laura community hurricane life
1270,40712,Die Fallers – Eine Schwarzwaldfamilie,61.893,tt0208617,6.9,44,tvSeries,1994,family drama  die eine schwarzwaldfamilie fallers
1271,34141,D.Gray-man,77.778,tt0899258,7.7,4665,tvSeries,2006,action-&-adventure animation mystery sci-fi-&-fantasy suffering innocence supernatural god super-power noah shounen anime bishonen forces gathering form mankind millennium leader bring young evil tragedy truest humanity devouring carnage cruel fate eye slay demons begun stands allen civilization akuma lurk blessed arm eager earl fail confront moving greatest forever born shadow decide cursed darkness dread wicked conspiring hope souls knees exorcist spirits lost bidding walker ready war endless soul innocence
1272,106099,Raw Talk,42.088,tt6347500,6.2,40,tvSeries,2016,talk  men monday thoughts opinions aftermath night favorite hear evening action women raw talk superstars engage catch hold
1273,1532,Starsky & Hutch,98.155,tt0072567,7.0,10870,tvSeries,1975,action-&-adventure drama crime police comforting city streetwise protect partner starsky detective citizens patrol bay david hutchinson hutch partners streets kenneth intellectual
1274,238843,The Fable,92.101,tt28329410,7.5,497,tvSeries,2024,animation comedy action-&-adventure crime assassin based-on-manga anime intense animated-remake assassin low crime year head legendary lay trained hitman asked family
1275,92749,Moon Knight,74.278,tt10234724,7.3,277240,tvMiniSeries,2022,action-&-adventure sci-fi-&-fantasy mystery london england egypt superhero based-on-comic miniseries multiple-identities gods egyptian-mythology marvel-cinematic-universe-(mcu) dissociative-identity-disorder multiple-personality-disorder spector dissociative complex thrust plagued powerful shares disorder mild mercenary body converge memories mystery employee grant discovers identity navigate marc egypt mannered steven identities deadly enemies gods blackouts gift shop life
1276,234571,The Biggest Loser Croatia,42.016,tt6703498,6.9,39,tvSeries,2017,  croatian contestant series overweight lose biggest version cash loser wins contestants prize journey weight loss
1277,3050,The Practice,78.286,tt0118437,7.7,10611,tvSeries,1997,drama boston massachusetts lawyer law-firm zealous complex serious dramatic suspenseful tense intense bold bobby forte young associates scrappy bones bare drama focused donnell people tightrope walk firm moral storylines boston provocative boss legal
1278,16321,Casi Ángeles,60.067,tt1151030,6.7,853,tvSeries,2007, adolescence romance adventurer ángeles casi
1279,39358,Revenge,78.746,tt1837642,7.8,125943,tvSeries,2011,drama mystery soap secret-identity revenge betrayal psychological-thriller fake-death high-society identity-swap vengeful-woman psychological years family thorne wonders moves pay emily ago hamptons including girl
1280,100290,The Prince of Han Dynasty,69.299,tt11102988,6.6,21,tvSeries,2002,drama  members played television wu series mainland 2001 liu story cast china dynasty preceding beijing emperor season xiaoming seasons 2003 fictionalised huang che prince 2005 broadcast chinese han featuring 1 life
1281,36463,De unge mødre,62.008,tt0817298,5.7,67,tvSeries,2005,family reality  unge mødre
1282,194766,The Summer I Turned Pretty,81.764,tt14016500,7.3,44468,tvSeries,2022,drama love-triangle based-on-novel-or-book friendship romance cancer coming-of-age female-protagonist family teenage-romance teen-drama summer-romance based-on-young-adult-novel comforting enthusiastic relationships heartbreak belly growing cousins revealed changed house sixteen forever fishers summer head love painful tested truths pretty turns beach family
1283,245884,Shinkalion Change the World,69.925,tt32160126,5.3,6,tvSeries,2024,animation sci-fi-&-fantasy kids mecha school super-robot trains kids truth aptitude time story threat shinkai development school fight nature robot true older bullet person oonari suddenly unknown enemy student search gakuen trains erda year appeared transfers agency decision cool protect shinkalion transform appears sister 10 junior determination forced disappeared pilot boys middle railway evolutionary years growth mysterious purpose long developed clues countermeasure high prepare light ago taisei
1284,111730,Wir in Bayern,63.541,tt0456037,3.5,13,tvSeries,2003,documentary  bayern wir
1285,31019,Big Brother VIP Mexico,41.743,tt0326671,4.2,44,tvSeries,2002,reality drama  brother mexico big vip
1286,12161,"Casseta & Planeta, Urgente!",41.736,tt0222539,6.2,288,tvSeries,1992,comedy  products website casseta humour magazine function surdo featured acronym hired planeta founded forces rede gay é minorities joined named religious joke comedy 1988 ethical phrase globo broadcast pirata machobol newspaper members starting diário groups brazilian todo practical writers called toviassu teams books starred group satirical originally popular composed viado urgente specific years network deaf artísticas publish syllables relating produções company comedians
1287,1621,Boardwalk Empire,97.38,tt0979432,8.6,205701,tvSeries,2010,crime drama new-jersey prohibition-era gangster atlantic-city mobster historical-fiction period-drama historical costume-drama 1920s political american-history modern-history political-drama dramatic awestruck defiant city politician nucky gangster things prohibition rules atlantic thompson town legally equal place parts dawn man enoch runs treasurer apply
